Date,NewPositive,Tested,Nt,Ct,nt,ct,Dnt,Dct,Weekday,Month,Year,Day
2021-11-25,      4.060,    215.097,215097,4060,12.278844368157166,8.308938252595778,0.1731723367356377,0.019147669414135038,Thursday,November,2021,4
2021-11-26,      4.114,    180.767,180767,4114,12.10496418815713,8.322151070212902,-0.1738801800000367,0.013212817617123562,Friday,November,2021,5
2021-11-27,      3.813,    134.987,134987,3813,11.812933756487483,8.246171559857563,-0.29203043166964626,-0.07597951035533868,Saturday,November,2021,6
2021-11-28,      3.849,    148.616,148616,3849,11.90912107707124,8.255568653283746,0.09618732058375734,0.009397093426182224,Sunday,November,2021,7
2021-11-29,      5.049,    196.773,196773,5049,12.189806059066226,8.526945482858915,0.2806849819949857,0.2713768295751695,Monday,November,2021,1
2021-11-30,      5.370,    196.848,196848,5370,12.19018713629995,8.58858318750291,0.0003810772337242696,0.06163770464399576,Tuesday,November,2021,2
2021-12-01,      4.491,    185.372,185372,4491,12.130119895897277,8.409830673087738,-0.06006724040267386,-0.17875251441517293,Wednesday,December,2021,3
2021-12-02,      4.532,    213.495,213495,4532,12.271368692172835,8.418918622147897,0.14124879627555842,0.009087949060159417,Thursday,December,2021,4
2021-12-03,      5.126,    188.041,188041,5126,12.14441530314137,8.542080906924017,-0.12695338903146514,0.12316228477611979,Friday,December,2021,5
2021-12-04,      5.058,    140.790,140790,5058,11.855024697456573,8.52872642722991,-0.28939060568479746,-0.013354479694106303,Saturday,December,2021,6
2021-12-05,      4.766,    147.722,147722,4766,11.903087408002927,8.469262657658687,0.048062710546354026,-0.05946376957122368,Sunday,December,2021,7
2021-12-06,      7.031,    209.435,209435,7031,12.25216870767312,8.858084222199162,0.34908129967019264,0.3888215645404749,Monday,December,2021,1
2021-12-07,      7.222,    207.987,207987,7222,12.245230856730249,8.884887201837403,-0.006937850942870583,0.026802979638240743,Tuesday,December,2021,2
2021-12-08,      6.595,    205.263,205263,6595,12.23204736270237,8.794067065151415,-0.01318349402787966,-0.09082013668598776,Wednesday,December,2021,3
2021-12-09,      6.556,    243.090,243090,6556,12.40118702412288,8.78813593986372,0.16913966142051073,-0.005931125287695238,Thursday,December,2021,4
2021-12-10,      6.833,    210.756,210756,6833,12.258456345209735,8.829519094780778,-0.14273067891314462,0.04138315491705846,Friday,December,2021,5
2021-12-11,      6.604,    153.995,153995,6604,11.944675413336217,8.795430805040018,-0.3137809318735183,-0.03408828974075995,Saturday,December,2021,6
2021-12-12,      7.015,    165.474,165474,7015,12.016569361759919,8.855805992536562,0.07189394842370156,0.06037518749654325,Sunday,December,2021,7
2021-12-13,     10.347,    229.949,229949,10347,12.345612824187143,9.24445190160495,0.32904346242722404,0.3886459090683889,Monday,December,2021,1
2021-12-14,     11.123,    221.944,221944,11123,12.310180376781213,9.316770315592029,-0.035432447405929324,0.0723184139870785,Tuesday,December,2021,2
2021-12-15,     10.822,    217.007,217007,10822,12.287684890066833,9.28933637820268,-0.022495486714380064,-0.027433937389348628,Wednesday,December,2021,3
2021-12-16,     10.224,    254.682,254682,10224,12.447770987092117,9.232493176617316,0.16008609702528354,-0.056843201585364156,Thursday,December,2021,4
2021-12-17,     10.664,    233.617,233617,10664,12.361438301260915,9.274628861858545,-0.08633268583120213,0.042135685241229126,Friday,December,2021,5
2021-12-18,     10.098,    174.168,174168,10098,12.067775629626082,9.22009266341886,-0.2936626716348325,-0.054536198439684824,Saturday,December,2021,6
2021-12-19,     10.276,    180.302,180302,10276,12.10238850175329,9.237566358229774,0.03461287212720876,0.017473694810913543,Sunday,December,2021,7
2021-12-20,     13.367,    267.264,267264,13367,12.495992212922147,9.500544261971474,0.39360371116885595,0.2629779037416995,Monday,December,2021,1
2021-12-21,     13.104,    254.893,254893,13104,12.44859912823742,9.480672806092851,-0.04739308468472636,-0.019871455878622157,Tuesday,December,2021,2
2021-12-22,     11.679,    269.139,269139,11679,12.502983253750248,9.365547636278565,0.05438412551282745,-0.11512516981428611,Wednesday,December,2021,3
2021-12-23,     12.708,    243.139,243139,12708,12.401388575244537,9.449986995389407,-0.10159467850571069,0.0844393591108421,Thursday,December,2021,4
2021-12-24,      7.112,     71.463,71463,7112,11.176935112224328,8.86953877719374,-1.2244534630202093,-0.5804482181956665,Friday,December,2021,5
2021-12-25,      7.919,     71.502,71502,7919,11.177480700318862,8.977020214210413,0.0005455880945337555,0.10748143701667168,Saturday,December,2021,6
2021-12-26,     11.065,     79.592,79592,11065,11.284668864269195,9.31154225248515,0.10718816395033315,0.3345220382747378,Sunday,December,2021,7
2021-12-27,     22.760,    182.893,182893,22760,12.11665656136662,10.032759888240268,0.8319876970974249,0.7212176357551172,Monday,December,2021,1
2021-12-28,     22.099,    191.226,191226,22099,12.16121125361815,10.003287637613305,0.044554692251530525,-0.029472250626962904,Tuesday,December,2021,2
2021-12-29,     17.378,    213.584,213584,17378,12.271785476895513,9.762960317399152,0.11057422327736255,-0.2403273202141527,Wednesday,December,2021,3
2021-12-30,     19.363,    225.530,225530,19363,12.326208466770154,9.871119307503399,0.05442298987464156,0.10815899010424701,Thursday,December,2021,4
2021-12-31,      9.801,     71.127,71127,9801,11.172222290541194,9.19023970026918,-1.15398617622896,-0.6808796072342194,Friday,December,2021,5
2022-01-01,      8.691,     73.333,73333,8691,11.202765991201513,9.07004328643746,0.030543700660318862,-0.12019641383171908,Saturday,January,2022,6
2022-01-02,     20.013,    152.833,152833,20013,11.937101100983087,9.904137341377625,0.7343351097815738,0.8340940549401648,Sunday,January,2022,7
2022-01-03,     25.785,    219.132,219132,25785,12.297429566950035,10.157548206485059,0.3603284659669477,0.2534108651074334,Monday,January,2022,1
2022-01-04,     23.844,    204.142,204142,23844,12.226571109107498,10.079287892339817,-0.07085845784253664,-0.0782603141452416,Tuesday,January,2022,2
2022-01-05,     17.688,    183.177,183177,17688,12.118208177489098,9.780641722537283,-0.10836293161839983,-0.29864616980253444,Wednesday,January,2022,3
2022-01-06,     15.517,    209.703,209703,15517,12.253447522939325,9.649691476083484,0.13523934545022698,-0.13095024645379816,Thursday,January,2022,4
2022-01-07,     14.551,    182.207,182207,14551,12.112898682389421,9.585414998760278,-0.14054884054990424,-0.0642764773232063,Friday,January,2022,5
2022-01-08,     13.623,    134.115,134115,13623,11.806452919837529,9.51951481976606,-0.30644576255189193,-0.06590017899421774,Saturday,January,2022,6
2022-01-09,     16.404,    147.914,147914,16404,11.90438630277213,9.705280486511949,0.09793338293460074,0.18576566674588868,Sunday,January,2022,7
2022-01-10,     23.405,    208.031,208031,23405,12.245442386039866,10.06070495373417,0.34105608326773584,0.3554244672222211,Monday,January,2022,1
2022-01-11,     22.779,    193.521,193521,22779,12.173141312695114,10.033594337881343,-0.072301073344752,-0.027110615852826925,Tuesday,January,2022,2
2022-01-12,     22.716,    185.430,185430,22716,12.130432731321429,10.030824800997323,-0.042708581373684495,-0.002769536884020596,Wednesday,January,2022,3
2022-01-13,     23.893,    221.145,221145,23893,12.30657387395203,10.08134080799053,0.1761411426306001,0.050516006993207796,Thursday,January,2022,4
2022-01-14,     26.019,    203.219,203219,26019,12.22203949425225,10.166582319352566,-0.08453437969977884,0.08524151136203528,Friday,January,2022,5
2022-01-15,     25.272,    154.786,154786,25272,11.9497987967714,10.137452342481922,-0.27224069748085,-0.029129976870644114,Saturday,January,2022,6
2022-01-16,     28.021,    169.713,169713,28021,12.041864054063142,10.240709508047887,0.09206525729174153,0.10325716556596554,Sunday,January,2022,7
2022-01-17,     14.194,     81.723,81723,14194,11.311090758977267,9.560574619084928,-0.730773295085875,-0.680134888962959,Monday,January,2022,1
