"Uge";"Aldersgruppe";"Vaccinationsstatus";"Antal nyindlagte";"sort_Var";"Befolkningstørrelse";"Nyindlagte pr. 100.000"
2022-U17;40-64;Uvaccinerede;12;0;136107;8,82
2022-U17;40-64;1. stik;1;1;9565;10,45
2022-U17;40-64;2. stik;3;2;165328;1,81
2022-U17;40-64;3. stik;68;3;1598274;4,25
2022-U17;65-79;Uvaccinerede;6;0;25802;23,25
2022-U17;65-79;1. stik;0;1;1364;0,00
2022-U17;65-79;2. stik;6;2;19367;30,98
2022-U17;65-79;3. stik;147;3;836905;17,56
2022-U17;80+;Uvaccinerede;8;0;7633;104,81
2022-U17;80+;1. stik;0;1;480;0,00
2022-U17;80+;2. stik;6;2;5883;101,99
2022-U17;80+;3. stik;131;3;239210;54,76
2022-U18;5-11;Uvaccinerede;1;0;237001;0,42
2022-U18;5-11;1. stik;0;1;37768;0,00
2022-U18;5-11;2. stik;0;2;171765;0,00
2022-U18;12-15;Uvaccinerede;0;0;56564;0,00
2022-U18;12-15;1. stik;1;1;5922;16,89
2022-U18;12-15;2. stik;1;2;239549;0,42
2022-U18;12-15;3. stik;0;3;1245;0,00
2022-U18;20-39;Uvaccinerede;6;0;251056;2,39
2022-U18;20-39;1. stik;1;1;27729;3,61
2022-U18;20-39;2. stik;7;2;404212;1,73
2022-U18;20-39;3. stik;10;3;821099;1,22
2022-U18;40-64;Uvaccinerede;7;0;136864;5,11
2022-U18;40-64;1. stik;1;1;9558;10,46
2022-U18;40-64;2. stik;12;2;164811;7,28
2022-U18;40-64;3. stik;57;3;1598664;3,57
2022-U18;65-79;Uvaccinerede;8;0;25929;30,85
2022-U18;65-79;1. stik;0;1;1358;0,00
2022-U18;65-79;2. stik;5;2;19294;25,91
2022-U18;65-79;3. stik;133;3;836602;15,90
2022-U18;80+;Uvaccinerede;4;0;7634;52,40
2022-U18;80+;1. stik;0;1;476;0,00
2022-U18;80+;2. stik;4;2;5834;68,56
2022-U18;80+;3. stik;83;3;238726;34,77
2022-U19;5-11;Uvaccinerede;0;0;238156;0,00
2022-U19;5-11;1. stik;0;1;37661;0,00
2022-U19;5-11;2. stik;1;2;171988;0,58
2022-U19;12-15;Uvaccinerede;0;0;57025;0,00
2022-U19;12-15;1. stik;0;1;5929;0,00
2022-U19;12-15;2. stik;1;2;239613;0,42
2022-U19;12-15;3. stik;0;3;1251;0,00
2022-U19;20-39;Uvaccinerede;1;0;252139;0,40
2022-U19;20-39;1. stik;0;1;27585;0,00
2022-U19;20-39;2. stik;4;2;401940;1,00
2022-U19;20-39;3. stik;11;3;823594;1,34
2022-U19;40-64;Uvaccinerede;6;0;137657;4,36
2022-U19;40-64;1. stik;0;1;9555;0,00
2022-U19;40-64;2. stik;5;2;164049;3,05
2022-U19;40-64;3. stik;35;3;1599343;2,19
2022-U19;65-79;Uvaccinerede;3;0;26073;11,51
2022-U19;65-79;1. stik;0;1;1353;0,00
2022-U19;65-79;2. stik;5;2;19161;26,09
2022-U19;65-79;3. stik;88;3;836397;10,52
2022-U19;80+;Uvaccinerede;8;0;7637;104,75
2022-U19;80+;1. stik;0;1;474;0,00
2022-U19;80+;2. stik;3;2;5779;51,91
2022-U19;80+;3. stik;73;3;238340;30,63
